id,created_at,name,url,source,file_url_1,file_url_2,file_url_3,file_url_4,file_url_5
697c6a8602ad12723a1da907,2026-01-30T08:23:34.419Z,헬로메이플,https://www.hellomaple.org/ko,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697c6a8602ad12723a1da907_acbfe174-3ac5-48b1-830b-4a0fe1532104_체크리스트 (헬로메이플_넥슨코리아)_260130.pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697c6a8602ad12723a1da907_857e05b3-580f-48f0-af85-174f2b4fa36b_개인정보처리방침 (헬로메이플_넥슨코리아).pdf,,,
697c66949e65821c3931b73b,2026-01-30T08:06:44.658Z,RealWorld School,https://realworld-school.com/,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697c66949e65821c3931b73b_e86edb51-aaa5-43dd-85de-99430bc89f46_체크리스트(제품·리얼월드스쿨_레드포인트)_20260130.pdf,,,,
697c5c9e421974b560d76e42,2026-01-30T07:24:14.269Z,EBS 장애인 서비스 (https://www.ebs.co.kr/free),https://sso.ebs.co.kr/policy/privacy?fsdc,본문,https://kr.object.ncloudstorage.com/moe/self-inspection/697c5c9e421974b560d76e42_58810233-7ac3-43d6-99dc-9ec58d30dc1a_ISMS-P_인증서(EBS).pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697c5c9e421974b560d76e42_4a94feb3-aced-431f-b93e-a49057771d7a_[붙임2]_학습지원_소프트웨어_필수기준_체크리스트(EBS장애인서비스).hwp,https://kr.object.ncloudstorage.com/moe/self-inspection/697c5c9e421974b560d76e42_ee86d59e-1b7f-4c2f-aec9-3f13aa6ac094_네이버클라우드_CSAP_인증서(EBS).zip,,
697c5c3d2aea001e5da51c0e,2026-01-30T07:22:37.343Z,EBS이솦 웹사이트 (https://www.ebssw.kr/),https://sso.ebs.co.kr/policy/privacy?fsdc,본문,https://kr.object.ncloudstorage.com/moe/self-inspection/697c5c3d2aea001e5da51c0e_a8a940dc-273c-4f01-b551-9b9e90f560c9_ISMS-P_인증서(EBS).pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697c5c3d2aea001e5da51c0e_e8496b6e-8acd-4e52-bc69-b81fe80b6524_[붙임2]_학습지원_소프트웨어_필수기준_체크리스트(EBS이솦).hwp,https://kr.object.ncloudstorage.com/moe/self-inspection/697c5c3d2aea001e5da51c0e_0d0d8623-21a7-4917-bc71-06655b8866b3_네이버클라우드_CSAP_인증서(EBS).zip,,
697c5bb16be7a48c57affa67,2026-01-30T07:20:17.565Z,"SEN스쿨(센스쿨, 서울교수학습플랫폼)",,실패,"https://kr.object.ncloudstorage.com/moe/self-inspection/697c5bb16be7a48c57affa67_ea299582-7cdf-45d7-a1e7-1cfe9c02271a_SEN스쿨(센스쿨, 서울교수학습플랫폼)_학습지원 소프트웨어 서식모음_2.zip","https://kr.object.ncloudstorage.com/moe/self-inspection/697c5bb16be7a48c57affa67_bf823653-039b-4119-a8b7-091948f8169a_SEN스쿨(센스쿨, 서울교수학습플랫폼)_학습지원 소프트웨어 서식모음_3.zip","https://kr.object.ncloudstorage.com/moe/self-inspection/697c5bb16be7a48c57affa67_ce36a3e8-c266-4fec-bf0f-ec9b5c2dd526_SEN스쿨(센스쿨, 서울교수학습플랫폼)_학습지원 소프트웨어 서식모음_1.zip",,
697c5b6007cbd5a190028902,2026-01-30T07:18:56.175Z,EBSe 웹사이트 (https://www.ebse.co.kr),https://sso.ebs.co.kr/policy/privacy?fsdc,본문,https://kr.object.ncloudstorage.com/moe/self-inspection/697c5b6007cbd5a190028902_1f62d628-d289-4732-b73e-4db94357a821_ISMS-P_인증서(EBS).pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697c5b6007cbd5a190028902_dd89f1c5-a128-46e1-bdab-3f3715b63f86_[붙임2]_학습지원_소프트웨어_필수기준_체크리스트(EBSe).hwp,https://kr.object.ncloudstorage.com/moe/self-inspection/697c5b6007cbd5a190028902_9495185f-f806-4027-9e98-979670a7e1aa_네이버클라우드_CSAP_인증서(EBS).zip,,
697c593ba4e13fe2277ccce3,2026-01-30T07:09:47.839Z,DIDIM,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c593ba4e13fe2277ccce3_51e15bd0-93ce-4dcf-83c3-bdbb6a841e9e_㈜투핸즈인터랙티브 개인정보 처리방침.pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697c593ba4e13fe2277ccce3_25618a5b-6a04-426a-a68d-794050327688_체크리스트(디딤_투핸즈인터랙티브)_260130.pdf,,,
697c4bf60ee4b35f68df23ff,2026-01-30T06:13:10.737Z,위툰,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c4bf60ee4b35f68df23ff_72714024-bbfc-4ed3-b903-39030b5e47d6_체크리스트(위툰_제이지비퍼블릭)_20260130.hwp,https://kr.object.ncloudstorage.com/moe/self-inspection/697c4bf60ee4b35f68df23ff_4800c78d-84f7-4016-b1a1-4ad8529f80a0_위툰 증빙자료.hwpx,,,
697c491b0ee4b35f68df236d,2026-01-30T06:00:59.843Z,이름없음,https://www.smartreeglobal.com/student,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697c491b0ee4b35f68df236d_a92ef19a-271b-40c1-bafb-9713a71522c0_체크리스트(중고등Reading_(주)커넥트에듀)_20260130.pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697c491b0ee4b35f68df236d_e453791d-eddb-4df9-8774-51b9f53f992e_(주)커넥트에듀_중고등Reading_개인정보처리방침.pdf,,,
697c46a90ee4b35f68df22fa,2026-01-30T05:50:33.589Z,두피디아,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c46a90ee4b35f68df22fa_deeba2e5-52fb-4413-acca-ec2a32cdb1ee_일반비_학습지원 소프트웨어 필수기준 체크리스트_두산 두피디아(26.01.30).hwp,,,,
697c46220ee4b35f68df22e5,2026-01-30T05:48:18.801Z,수업지원자료실,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c46220ee4b35f68df22e5_0d738041-e61c-49ab-91c0-94ecd9241775_체크리스트(수업지원자료실_창비교육)_20260130.hwp,,,,
697c44d80ee4b35f68df22aa,2026-01-30T05:42:48.366Z,레고 에듀케이션 컴퓨터 사이언스&AI,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c44d80ee4b35f68df22aa_3696f305-c408-4a9a-abef-78c810ec5464_서식2_학교운영위원회 심의 안건 서식_코딩캔버스.hwpx,https://kr.object.ncloudstorage.com/moe/self-inspection/697c44d80ee4b35f68df22aa_90252b78-b998-4157-8e4e-c4e70b1fc887_서식1_학습지원 소프트웨어 선정기준 체크리스트_코딩캔버스.hwpx,,,
697c442f0ee4b35f68df228a,2026-01-30T05:39:59.603Z,한국비버챌린지,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c442f0ee4b35f68df228a_08c081e7-45fc-414f-9e3d-3e8da12a42c2_한국비버챌린지_개인정보 수집 및 이용 안내.pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697c442f0ee4b35f68df228a_8c19b340-fb2f-4045-bf73-08e81b168f7f_체크리스트(한국비버챌린지_한국비버정보교육연합).pdf,,,
697c43f00ee4b35f68df227c,2026-01-30T05:38:56.527Z,이름없음,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c43f00ee4b35f68df227c_ee6f023a-45a5-46fa-9c97-99081c64b065_1.별첨.(주)커넥트에듀_개인정보 처리방침.pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697c43f00ee4b35f68df227c_a70e995b-c26b-4093-a00e-069c0a8ada72_체크리스트(스마트리영어 기초학력 해결_(주)커넥트에듀)_20260126.pdf,,,
697c43be0ee4b35f68df2270,2026-01-30T05:38:06.112Z,BIKO,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c43be0ee4b35f68df2270_c2b61903-5474-48a2-a729-f2f6368fe740_BIKO_개인정보처리방침.pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697c43be0ee4b35f68df2270_c734218a-2b22-41df-9529-b4d1c1db006d_체크리스트(BIKO_한국비버정보교육연합).pdf,,,
697c3f4778b51a8edb991efc,2026-01-30T05:19:03.568Z,레고 에듀케이션 사이언스 / 시크릿노트,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c3f4778b51a8edb991efc_ad5686b3-da47-4808-bd2c-e7e094c94379_서식2_학교운영위원회 심의 안건 서식_시크릿노트.hwpx,https://kr.object.ncloudstorage.com/moe/self-inspection/697c3f4778b51a8edb991efc_19ed8283-28e3-4db7-87fc-f656a58ad140_서식1_학습지원 소프트웨어 선정기준 체크리스트_시크릿노트.hwpx,,,
697c3d8f78b51a8edb991eae,2026-01-30T05:11:43.510Z,레고 에듀케이션 사이언스 시크릿패키지 / 교사 포털,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c3d8f78b51a8edb991eae_5b88ff14-ebbe-48ac-b58e-24179c1a9f4b_서식2_학교운영위원회 심의 안건 서식_레고® 에듀케이션 교사 포털.hwpx,https://kr.object.ncloudstorage.com/moe/self-inspection/697c3d8f78b51a8edb991eae_58a535f4-68a5-43bc-9e78-c0ba0206495f_서식1_학습지원 소프트웨어 선정기준 체크리스트_레고® 에듀케이션 교사 포털.hwpx,,,
697c39a778b51a8edb991de1,2026-01-30T04:55:03.220Z,콘텐츠플러스,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c39a778b51a8edb991de1_cdc95c40-cfa0-423c-9c9d-0e1ba79ae38d_서식2_학교운영위원회 심의 안건 서식_콘텐츠플러스.hwpx,https://kr.object.ncloudstorage.com/moe/self-inspection/697c39a778b51a8edb991de1_0849f30e-d6af-47ad-ad71-c1e49fba0424_서식1_학습지원 소프트웨어 선정기준 체크리스트_콘텐츠플러스.hwpx,,,
697c391978b51a8edb991dcd,2026-01-30T04:52:41.777Z,AI이거다,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c391978b51a8edb991dcd_0789adc6-47dd-43f3-91c9-82e3f5998130_서식1_학습지원 소프트웨어 선정기준 체크리스트_AI이거다.hwpx,https://kr.object.ncloudstorage.com/moe/self-inspection/697c391978b51a8edb991dcd_aebfd90b-c028-4aed-9d4a-7b094ee09586_AI 이거다_사이트 이용약관.hwpx,https://kr.object.ncloudstorage.com/moe/self-inspection/697c391978b51a8edb991dcd_1a534d8b-3498-419f-9241-61ebcdb5ad99_서식2_학교운영위원회 심의 안건 서식_AI이거다.hwpx,,
697c370278b51a8edb991d9d,2026-01-30T04:43:46.582Z,레고 에듀케이션 스파이크 / SPIKE,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c370278b51a8edb991d9d_83626995-9e56-4077-ae80-ab604727936e_서식2_학교운영위원회 심의 안건 서식_스파이크 앱.hwpx,https://kr.object.ncloudstorage.com/moe/self-inspection/697c370278b51a8edb991d9d_4ab8bd9d-3734-47c1-b37f-64f86114d780_서식1_학습지원 소프트웨어 선정기준 체크리스트_스파이크 앱.hwpx,,,
697c35a178b51a8edb991d53,2026-01-30T04:37:53.270Z,모아이,https://flatco.co.kr,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697c35a178b51a8edb991d53_986836d5-032a-477e-b3bb-37675eccd2f3_체크리스트(모아이_네오피아)_20260130.pdf,,,,
697c354b78b51a8edb991d3f,2026-01-30T04:36:27.407Z,플랫코,https://flatco.co.kr,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697c354b78b51a8edb991d3f_53e6c3a8-f6b8-42bd-8aa5-e6c3f5fb84c3_체크리스트(플랫코_네오피아)_20260130.pdf,,,,
697c32ce78b51a8edb991cdb,2026-01-30T04:25:50.174Z,NEOBOT Edu Smart,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c32ce78b51a8edb991cdb_21ed52db-e2f0-442b-a61b-f293007c54eb_체크리스트(네오봇에듀스마트_네오피아)_20260130.pdf,,,,
697c329a78b51a8edb991cc9,2026-01-30T04:24:58.993Z,NEO_SoCo,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c329a78b51a8edb991cc9_87d9545f-42a7-4aee-aa4c-56db66d60181_체크리스트(네오쏘코_네오피아)_20260130.pdf,,,,
697c326278b51a8edb991cbb,2026-01-30T04:24:02.344Z,NEO_ThinkCar,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c326278b51a8edb991cbb_3f68e1f6-c07f-4721-8704-8605bc166e2c_체크리스트(네오씽카_네오피아)_20260130.pdf,,,,
697c2e9a78b51a8edb991c3c,2026-01-30T04:07:54.303Z,Aible,https://flatco.co.kr,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697c2e9a78b51a8edb991c3c_8eafd0c9-dae7-44ef-9bda-018121c3f82d_체크리스트(아이블_네오피아)_20260130.pdf,,,,
697c2e6078b51a8edb991c35,2026-01-30T04:06:56.260Z,AiON,https://flatco.co.kr,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697c2e6078b51a8edb991c35_8b01b1cb-aa9c-41b8-9cf5-751c1bb3613d_체크리스트(아이온_네오피아)_20260130.pdf,,,,
697c2a5878b51a8edb991bcf,2026-01-30T03:49:44.626Z,이름없음,https://www.readfor.school,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697c2a5878b51a8edb991bcf_a93f166e-13f8-4c3b-bf5b-25c72c6e369d_학습지원 스프트웨어 필수기준 체크리스트(리드포스쿨).pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697c2a5878b51a8edb991bcf_115479b0-bd16-4e91-a62b-b261e77cfd56_체크리스트 증빙자료.pdf,,,
697c201078b51a8edb991a45,2026-01-30T03:05:52.044Z,BSL Education,https://sign.batoners.org/login,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697c201078b51a8edb991a45_226ca1e6-11c1-4d33-876f-87455cf10f01_체크리스트(BSL Education_바토너스)_20260130.pdf,,,,
697c11532184c18eca8b71b9,2026-01-30T02:02:59.279Z,전북 인공지능 맞춤형 교수학습 플랫폼(AIEP),,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697c11532184c18eca8b71b9_76746e62-955b-44ed-bd52-e347791dc548_08. (전북)인공지능 맞춤형 교수학습 플랫폼(최종).pdf,,,,
697c0e832184c18eca8b70c7,2026-01-30T01:50:59.788Z,AGITeens,https://www.agiteens.com,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697c0e832184c18eca8b70c7_ff7dc50e-97de-4d09-adf7-aaeb94ae5327_체크리스트(아지틴즈_어크로스페이스(주))_20260130.pdf,,,,
697c0c2d460d28f6bf9812bf,2026-01-30T01:41:01.266Z,POLYGONADE,https://www.polyade.com,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697c0c2d460d28f6bf9812bf_6eada723-7159-4350-acf5-79475b75e202_체크리스트(폴리곤에이드_어크로스페이스(주))_20260130.pdf,,,,
697c08b9460d28f6bf9811a6,2026-01-30T01:26:17.541Z,서울 자라나 톡,https://jaranatalk.sen.go.kr,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697c08b9460d28f6bf9811a6_66e20a8a-09db-4984-b460-3cfcf6ea4351_1. 체크리스트(서울자라나톡_서울시교육청)_2026.1.27..pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697c08b9460d28f6bf9811a6_7f672d4f-42c2-4b00-ae81-2cadf31a5015_3. [별첨] 개인정보처리방침(서울자라나톡).pdf,,,
697c04ac460d28f6bf981083,2026-01-30T01:09:00.605Z,AI Hanjamon,https://www.easyhanja.com,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697c04ac460d28f6bf981083_030aba11-0988-4f50-92f9-617c31d10680_체크리스트(AI한자몬_(주)에이다)_20260130.pdf,,,,
697bfb7b00a5d4fbd3986367,2026-01-30T00:29:47.838Z,엠티처,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697bfb7b00a5d4fbd3986367_7cd88858-69cf-495b-8504-34a3bbfe4006_[미래엔 엠티처] 개인청보 처리방침_250708.pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697bfb7b00a5d4fbd3986367_82a07df1-f1e2-4748-90f9-156c8beb38e8_체크리스트(엠티처_(주)미래엔)_20260123.pdf,,,
697bfaf800a5d4fbd398634f,2026-01-30T00:27:36.042Z,인공지능 맞춤형 교수학습 플랫폼(AIEP) 바당(BADANG),,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697bfaf800a5d4fbd398634f_af0ffb3d-3eab-472f-8ea1-9eef7d2a3236_인공지능 맞춤형 교수학습 플랫폼 바당(BADANG) 체크리스트.pdf,,,,
697bf8b0f6b0b714a3b32014,2026-01-30T00:17:52.007Z,우리반,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697bf8b0f6b0b714a3b32014_d10baec2-fa43-4df0-b035-bb2b1cb8734b_체크리스트(우리반_퓨전소프트)_20260129.hwp,https://kr.object.ncloudstorage.com/moe/self-inspection/697bf8b0f6b0b714a3b32014_959f6a85-5a5d-4304-8fb2-3d9b20f5c399_[별첨] 체크리스트 증빙자료_우리반_퓨전소프트_20260129.hwpx,,,
697b7368940d98e58d2cd1dc,2026-01-29T14:49:12.261Z,GyopoolAI,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697b7368940d98e58d2cd1dc_07217550-9ec3-4d59-aa6d-e986e8e181ea_(주)휴몬랩_교풀AI_개인정보처리방침_260130.pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697b7368940d98e58d2cd1dc_4fe0bf93-a5f3-446b-bcd2-c67c87004f96_교풀AI 개인정보처리방침_260130.hwpx,https://kr.object.ncloudstorage.com/moe/self-inspection/697b7368940d98e58d2cd1dc_4d5e3142-415b-46be-ba50-6eac3bb7913b_1. 학습지원 소프트웨어 필수기준 체크리스트(휴몬랩-교풀AI)_260129.hwpx,,
697b558f940d98e58d2cd1b5,2026-01-29T12:41:51.028Z,"경기도교육청 소프트웨어 모음집(하이러닝, 경기온라인학교 등)",,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697b558f940d98e58d2cd1b5_d42d8c9f-a3d6-4413-969d-a34a027ce43f_경기도교육청 운영 소프트웨어 체크리스트 모음.zip,https://kr.object.ncloudstorage.com/moe/self-inspection/697b558f940d98e58d2cd1b5_d22773aa-d068-4aab-be1f-5866a18c9755_경기도교육청 학습지원 소프트웨어 증빙서류 모음 .zip,,,
697b4e11940d98e58d2cd1ae,2026-01-29T12:09:53.231Z,motivr solution,,실패,"https://kr.object.ncloudstorage.com/moe/self-inspection/697b4e11940d98e58d2cd1ae_9d875691-c9c4-4b2b-8cda-8e016073a519_VR감정놀이터, 모티버솔루션 v2.0매뉴얼.pdf","https://kr.object.ncloudstorage.com/moe/self-inspection/697b4e11940d98e58d2cd1ae_425d9ca0-9d74-4e76-a26f-7c1c1d576a7b_체크리스트(VR감정놀이터, 모티버솔루션_(주)모티버_20260129.hwp",,,
697b43f7940d98e58d2cd1a4,2026-01-29T11:26:47.474Z,캔바,https://www.canva.com/,첨부파일,https://kr.object.ncloudstorage.com/moe/self-inspection/697b43f7940d98e58d2cd1a4_315a1e63-91fb-47fd-bbfe-0dbc77d3acf6_학습지원_필수기준_체크리스트_Canva_Education.pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697b43f7940d98e58d2cd1a4_c01dbd50-6a1b-4a18-8728-a39a108b7ed5_개인정보 처리방침_canva.pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697b43f7940d98e58d2cd1a4_ad2a361f-0ace-4962-88f9-be57615b9421_학습지원_소프트웨어_필수기준_체크리스트_–_Canva_Education_부록세부별지.DOCX,,
697b26c1e061c57c2ddeba46,2026-01-29T09:22:09.588Z,AI 스포츠 박스,https://sist.kr,첨부파일,"https://kr.object.ncloudstorage.com/moe/self-inspection/697b26c1e061c57c2ddeba46_ae0577a4-7069-42db-978b-9d0f5cade812_에듀집 제출,체크리스트AI 스포츠 박스.pdf",,,,
697b21ff096c78cea117729e,2026-01-29T09:01:51.069Z,AI 스포츠 올인원 A 1.0,https://sist.kr,첨부파일,"https://kr.object.ncloudstorage.com/moe/self-inspection/697b21ff096c78cea117729e_ec1dc08a-81d2-4ecd-8e8b-e4af5406cf77_에듀집 제출,체크리스트AI 스포츠 올인원 A 1.0.pdf",,,,
697b2156096c78cea1177297,2026-01-29T08:59:02.505Z,AI BMI & 악력,https://sist.kr,첨부파일,"https://kr.object.ncloudstorage.com/moe/self-inspection/697b2156096c78cea1177297_e6902aef-cefe-428e-a9f4-f0f70e8a7ee0_에듀집 제출,체크리스트 스포츠 박스.pdf",,,,
697b20db096c78cea117728b,2026-01-29T08:56:59.171Z,AI 스포츠 올인원 B 1.0,https://sist.kr,첨부파일,"https://kr.object.ncloudstorage.com/moe/self-inspection/697b20db096c78cea117728b_d0be9122-63b5-40eb-8b9f-b59056b0e54e_에듀집 제출,체크리스트AI 스포츠 올인원 B 1.0.pdf",,,,
697b16c3096c78cea117724e,2026-01-29T08:13:55.536Z,CODMOS,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697b16c3096c78cea117724e_b08613b7-4c6f-41db-b874-ccf87cefc4b1_[로지브라더스] CSAP 인증서(250930 - 300929).pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697b16c3096c78cea117724e_8abda6ab-6414-41f9-8574-aabb3f46795c_체크리스트(코드모스_로지브라더스)_260129.pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697b16c3096c78cea117724e_cc48df6c-ec57-4728-940a-d18c46cf664f_체크리스트 증빙서류(코드모스_로지브라더스)_260129.pdf,https://kr.object.ncloudstorage.com/moe/self-inspection/697b16c3096c78cea117724e_8b33b999-0f2a-402b-a447-4b4b5e090668_[로지브라더스] GS시험 인증서.pdf,
697b1543096c78cea1177241,2026-01-29T08:07:31.007Z,코스모스 AI,https://cosmosedu.ai.kr,본문,"https://kr.object.ncloudstorage.com/moe/self-inspection/697b1543096c78cea1177241_0473b6bd-6a03-41ad-ba30-ab22c90918aa_체크리스트(COSMOS AI_박지훈, 김지수)_260129.pdf","https://kr.object.ncloudstorage.com/moe/self-inspection/697b1543096c78cea1177241_3971fcb2-4089-4879-8e43-e5ac5b706a19_개인정보 처리방침(COSMOS AI_박지훈, 김지수)_260129.pdf",,,
697b14cb096c78cea1177236,2026-01-29T08:05:31.053Z,이름없음,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697b14cb096c78cea1177236_2b5d78e4-1983-4150-9117-dfa466da1418_AllviA Connect Learning 개인정보 처리방침.docx,https://kr.object.ncloudstorage.com/moe/self-inspection/697b14cb096c78cea1177236_ab4827d3-da49-4e70-aeb5-3dcce3181a47_체크리스트(Al SPEAK 2.0 영어_비상교육)_260129.hwp,,,
697b1443096c78cea1177230,2026-01-29T08:03:15.831Z,이름없음,,실패,https://kr.object.ncloudstorage.com/moe/self-inspection/697b1443096c78cea1177230_6bcd7163-b713-4576-b181-665dd6ad51f2_체크리스트(AI speak 2.0 한국어_비상교육)_260129.hwp,,,,
